movieName,name,year,rating,genre,image,summary
tt0100680,Stanley & Iris ,1990,6.4,"Drama,Romance,9 February 1990 (USA)
","https://m.media-amazon.com/images/M/MV5BMzhkYTEyYzItMWU5Ny00NjhiLWFiNmEtM2QwOWVlY2UyZThmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR11,0,182,268_AL_.jpg","
                    A struggling widow falls in love with an illiterate short-order cook whom she teaches to read and write in her kitchen each night.
            "
tt0101829,Europa ,1991,7.6,"Drama,Thriller,27 June 1991 (Germany)
","https://m.media-amazon.com/images/M/MV5BNjA3ODAyNjctOGMwOS00YmJhLTljOTAtNzMyZGMzMTM5NGM0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY268_CR3,0,182,268_AL_.jpg","
                    Just after W.W.II, an American takes a railway job in Germany, but finds his position politically sensitive with various people trying to use him.
            "
tt0064354,Futz ,1969,4.7,"Comedy,16 November 1969 (USA)
","https://m.media-amazon.com/images/M/MV5BYTMyYjE0NDYtMmIzZS00YmRiLWI5YTgtOWJiYzdjYmI5N2UxXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Sexual satire about a young farmer who has had many bad experiences with women. He showers love and affection upon his pet pig, Amanda, saying she alone is worthy to be his wife. His ""...
                    "
tt0127388,Ninja Turtles: The Next Mutation             ,,4.3,"Action,Adventure,Comedy,TV Series (1997–1998)
","https://m.media-amazon.com/images/M/MV5BNDZiM2IzMWYtMTRmOC00M2NlLTliZmQtYTQ1NzBhODllY2IwXkEyXkFqcGdeQXVyMjMxMDM2NjY@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    In this live-action TV series, the Turtles are older than in the movies or cartoon, and are joined by a fifth, female Turtle. ""Venus De Milo"" mutated with the other 4 Turtles but was washed...
                    "
tt0277931,Offon ,1968,5.8,"Short,10 May 1968 (USA)
","https://m.media-amazon.com/images/M/MV5BMjYwMmY4YmItNjEwZS00YjkxLTgyYTAtMDliMTJiZTRkMGY3XkEyXkFqcGdeQXVyNjUzNTQ3NDA@._V1_UY268_CR9,0,182,268_AL_.jpg","
                    The human eye, the human form, the human face: these are the three central images of this avant-garde collage and kaleidoscope of shifting and fractured images, changing colors, and pulsing...
                    "
tt0047200,The Mad Magician ,1954,6.5,"Horror,Mystery,Thriller,19 May 1954 (USA)
","https://m.media-amazon.com/images/M/MV5BMWYyMWVhYzQtYjAxYi00Y2JiLTg4YjAtYjBmMjAzOTk0NTc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Don Gallico is a master at designing magical illusions which are sold by his employer, Mr. Ormond, to famous magicians such as Rinaldi. He is also a master of disguise and realistic mask ...
                    "
tt0479948,Living & Dying ,2007,3.9,"Action,Crime,Thriller,30 March 2007 (Turkey)
","https://m.media-amazon.com/images/M/MV5BMjA3MzAxNTU3NF5BMl5BanBnXkFtZTcwMjM2MjQ0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Two killers turn the tables on a trio of robbers when they find themselves in a hostage situation. Surrounded by the police, the robbers must become the heroes before the killers execute everyone.
            "
tt0893406,Loaded ,2008,4.5,"Action,Crime,Drama,25 March 2008 (USA)
","https://m.media-amazon.com/images/M/MV5BMTk3NjIxNDgzOV5BMl5BanBnXkFtZTcwMDE0NjQ2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A young, wealthy club kid's life spirals downward into an out-of-control world of drugs, sex and violence.
            "
tt0117382,Twists of Terror ,1997,5.3,"Horror,Thriller,TV Movie 17 October 1998
","https://m.media-amazon.com/images/M/MV5BMTU0NjIxNjk0N15BMl5BanBnXkFtZTcwNDU3NDcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Stuck in the attic of his house, a paranoid man recounts several different tales to an unknown listener in order to explain the dangers of the world.
            "
tt0080486,Devil Hunter ,1980,3.4,"Horror,5 December 1980 (West Germany)
","https://m.media-amazon.com/images/M/MV5BMTI0ODM0NzI5M15BMl5BanBnXkFtZTcwOTk0MDY5MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg","
                    A Vietnam veteran heads to an island inhabited by cannibals to save a kidnapped model not only from her kidnappers, but also from the cannibals' lurking Devil god.
            "
tt0114366,Scorpion Spring ,1995,4.2,"Crime,Thriller,20 October 1995 (USA)
","https://m.media-amazon.com/images/M/MV5BMTgyNjU5NzQxM15BMl5BanBnXkFtZTcwMDgwMjYzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg","
                    On the run from the law, desperate drug runner Astor and his beautiful prisoner struggle through the savage heat. They are offered a ride by two unsuspecting travelers. Claiming to be ...
                    "
tt0031999,Swing! ,1938,5.7,"Musical,Drama,29 April 1938 (USA)
","https://m.media-amazon.com/images/M/MV5BNjYwYmQ5MjktNDI3ZC00MThjLTg2NGUtOTdkNjkxYTBkMjA0L2ltYWdlXkEyXkFqcGdeQXVyMjU4NzU2OTA@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Ted Gregory is trying to be the first black producer to mount a show on Broadway, but he has trouble with his star singer.
            "
tt0073766,The Sunshine Boys ,1975,7.1,"Comedy,8 January 1976 (UK)
","https://m.media-amazon.com/images/M/MV5BNDIzMWQ0ZGYtZjI5Mi00N2U2LWExYWEtNTNmYTBlNTQ4Yjg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A vaudeville duo agree to reunite for a television special, but it turns out that they can't stand each other.
            "
tt0087951,Protocol ,1984,5.5,"Comedy,21 December 1984 (USA)
","https://m.media-amazon.com/images/M/MV5BMTIzZWVkNTgtMmRiZS00MjYzLWFhNDItZTkyNGU5M2Q5MjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    The US needs to convince the visiting emir Khala'ad of Othar to allow an American military base in his strategic realm. Clueless nightclub waitress Sunny Ann Davis accidentally spots and ...
                    "
tt0099300,Convicts ,1991,5.8,"Drama,6 December 1991 (USA)
","https://m.media-amazon.com/images/M/MV5BMTgzMzI4OTE1OV5BMl5BanBnXkFtZTgwNTUxNTkwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    "
tt0220631,El mar ,2000,6.8,"Drama,War,14 April 2000 (Spain)
","https://m.media-amazon.com/images/M/MV5BMTk1MDU5NTA5MF5BMl5BanBnXkFtZTcwNTg2MjcyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg","
                    Two young men and a woman who shared the same traumatic childhood experience during the Spanish Civil War are reunited years later at a hospital for tuberculosis treatment.
            "
tt0277941,Ned Kelly ,2003,6.5,"Action,Adventure,Biography,26 March 2004 (USA)
","https://m.media-amazon.com/images/M/MV5BYmVjYzRkYjItODlmZS00OTEzLTliZjItYjMwOGRmMzhmY2RmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    An innocent man becomes one of the most wanted criminals the world has ever known.
            "
tt0182225,Hickory Dickory Dock             ,,7.7,"Crime,Drama,Mystery,Episode aired 12 February 1995
","https://m.media-amazon.com/images/M/MV5BNzU2NzA3NzU4NF5BMl5BanBnXkFtZTcwMDc4MTMyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg","
                    Miss Lemon persuades Poirot to investigate a series of apparently minor thefts in a university hostel, but simple kleptomania soon turns to baffling homicide.
            "
tt0213446,The Amati Girls ,2000,5.1,"Drama,9 January 2001 (USA)
","https://m.media-amazon.com/images/M/MV5BMTIwOTkwNTg1OF5BMl5BanBnXkFtZTYwNjUxODE5._V1_UY268_CR0,0,182,268_AL_.jpg","
                    While trying to help their widowed mother cope, each of four sisters begins to understand what is missing in their own lives and relationships, and the lessons they learn affect the entire family.
            "
tt0760179,Night of Terror ,2006,4.2,"Thriller,TV Movie 26 March 2006
","https://m.media-amazon.com/images/M/MV5BMTIwODU2MzQ2NV5BMl5BanBnXkFtZTcwNTU4MjE2MQ@@._V1_UY268_CR43,0,182,268_AL_.jpg","
                    A bonding family weekend turns sinister in a storm.
            "
tt0081421,The Return ,1980,3.6,"Mystery,Sci-Fi,Thriller,16 July 1982 (Sweden)
","https://m.media-amazon.com/images/M/MV5BYzkyZWRkOTYtNDMzZi00MTA4LWE5NzEtYWZlYzQ5ODRmOWEwXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_UY268_CR9,0,182,268_AL_.jpg","
                    Two young children and an adult in a small town have an encounter with an alien spaceship. 25 years later the children, one of whom is now the local sheriff, are reunited as adults in the ...
                    "
tt0846119,Seventeen and Missing ,2007,5.0,"Mystery,Thriller,TV Movie 3 February 2007
","https://m.media-amazon.com/images/M/MV5BMTk2NTIzMjAzOF5BMl5BanBnXkFtZTgwNjE0NzA2NzE@._V1_UY268_CR9,0,182,268_AL_.jpg","
                    Emilie Janzen has always had a strange intuition and talent for seeing the truth in people. But what Emilie didn't see coming is the disappearance of her 17-year-old daughter, Lori. Waking ...
                    "
tt0272950,The Zombie Chronicles ,2001,2.6,"Horror,Video 10 September 2002
","https://m.media-amazon.com/images/M/MV5BYzQ4MWQ3ZWQtMmI3MS00NjkzLTg5NDUtYmMxOGY5YmZkZjZjXkEyXkFqcGdeQXVyODIxNjk4NzQ@._V1_UY268_CR1,0,182,268_AL_.jpg","
                    Tara Woodley is a reporter looking to do a story on the famous ghosts of an old desert town. she can't seem to find the place until she picks up a strange hitchhiker, who tells her he knows...
                    "
tt0785025,Love's Abiding Joy ,2006,7.0,"Drama,Family,Western,2010 (Belgium)
","https://m.media-amazon.com/images/M/MV5BMTc1MTM2NTYwM15BMl5BanBnXkFtZTcwMzg2OTczMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg","
                    The continued Westward journey of settlers Missie and Willie Lahaye. Their roots now firmly planted as they set up homestead in the far West, Missie begins to realize her passion for ...
                    "
tt0083189,They All Laughed ,1981,6.4,"Comedy,Romance,5 March 1982 (West Germany)
","https://m.media-amazon.com/images/M/MV5BYTM3MjZhOTQtZjIxNi00OTUxLWJkOTgtMmM0YTFiZGM5Y2Y0XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A mad cap private-eye caper about a team of detectives who are following, and are being followed by, a group of beautiful women.
            "
tt0400944,The Witches Hammer ,2006,3.1,"Action,Horror,22 December 2006 (Japan)
","https://m.media-amazon.com/images/M/MV5BMTczMDA2MDIxOV5BMl5BanBnXkFtZTgwNDEyMDA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg","
                    On the day of her death a normal woman is transformed into a genetically engineered vampire and trained to kill. She is sent on a mission to stop the Souls of the Damned being unleashed into our dimension.
            "
tt0242998,Valentine ,2001,4.8,"Horror,Mystery,Thriller,2 February 2001 (USA)
","https://m.media-amazon.com/images/M/MV5BZWQxM2JjNTktYWE4Ni00YmZiLWFlNDEtMWYzMmI4N2NhYjk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Five women are stalked by an unknown assailant while preparing for Valentine's Day.
            "
tt0061834,I Am Curious (Yellow) ,1967,6.1,"Drama,10 March 1969 (USA)
","https://m.media-amazon.com/images/M/MV5BNGM1ZDE0Y2MtZGExOS00OTMzLTkwNmEtOGVlMTU5ZjllNzZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL_.jpg","
                    Lena, aged twenty, wants to know all she can about life and reality. She collects information on everyone and everything, storing her findings in an enormous archive. She experiments with ...
                    "
tt0206187,Keep the River on Your Right: A Modern Cannibal Tale ,2000,6.7,"Documentary,Adventure,Romance,15 April 2000 (USA)
","https://m.media-amazon.com/images/M/MV5BMTYzNDIyMzk2NF5BMl5BanBnXkFtZTcwNTc3MTYxMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg","
                    A retired gay anthropologist revisits the native cultures he studied in his youth.
            "
tt0361856,Lucy ,2003,6.5,"Biography,Comedy,Drama,TV Movie 4 May 2003
","https://m.media-amazon.com/images/M/MV5BNjk2MGE4OTctZmFmMS00ZmZjLTkyYWItYmE0MzY2ZWNhMjMwXkEyXkFqcGdeQXVyNDIwNDEyNzI@._V1_UY268_CR11,0,182,268_AL_.jpg","
                    MOW about the life of Lucille Ball, focusing on the loving yet tumultuous relationship with Desi Arnaz.
            "
tt0088939,The Color Purple ,1985,7.8,"Drama,7 February 1986 (USA)
","https://m.media-amazon.com/images/M/MV5BZDRkOWQ5NGUtYTVmOS00ZjNhLWEwODgtOGI2MmUxNTBkMjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.
            "
tt0286098,Zu Warriors ,2001,5.2,"Action,Fantasy,9 August 2001 (Hong Kong)
","https://m.media-amazon.com/images/M/MV5BZjEwODkwMTYtOWY1OC00YzJiLTgxNDItYWVkODA5MjNiYThkXkEyXkFqcGdeQXVyNjc4NjM0Njc@._V1_UY268_CR8,0,182,268_AL_.jpg","
                    Between the heaven and the Earth exist the Zu's mountain range, where live the immortals of Omei, the highest mountain of Zu, but the kingdom is in danger by Amnesia, a renegade immortal ...
                    "
tt0028108,The Plainsman ,1936,6.9,"Biography,History,Romance,16 November 1936 (USA)
","https://m.media-amazon.com/images/M/MV5BMjIyZWZhZDItMzA2ZC00ZWYwLWIzMzctNmE3Yzk1NjdjNGViXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Wild Bill Hickok attempts to stop an Indian uprising that was started by white gun-runners.
            "
tt0050135,April Love ,1957,6.3,"Comedy,Drama,Musical,18 February 1958 (West Germany)
","https://m.media-amazon.com/images/M/MV5BMjExNTczMDM3OF5BMl5BanBnXkFtZTcwMTEyNDYyMQ@@._V1_UY268_CR77,0,182,268_AL_.jpg","
                    A young man visiting his relatives' farm in Kentucky falls in love with their neighbor.
            "
tt0105631,Traces of Red ,1992,5.2,"Crime,Drama,Mystery,11 November 1992 (USA)
","https://m.media-amazon.com/images/M/MV5BY2RmZWVkZjctMzEwNy00ZDRkLTgyMWMtMTdlM2QwZTIxNGNiXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UY268_CR0,0,182,268_AL_.jpg","
                    Jack, a Palm Beach detective, becomes involved in a case of multiple murders. All the women can be linked to Jack in some way. Jack and his partner have no leads, but numerous suspects. The...
                    "
tt0352426,Ice Bound ,2003,6.2,"Drama,TV Movie 20 May 2003
","https://m.media-amazon.com/images/M/MV5BMTc2ODQzOTU4OF5BMl5BanBnXkFtZTcwNDM5MzI4Nw@@._V1_UY268_CR4,0,182,268_AL_.jpg","
                    One woman's strength and courage under the most extreme weather conditions.
            "
tt0211492,The Luzhin Defence ,2000,6.9,"Drama,Romance,8 September 2000 (UK)
","https://m.media-amazon.com/images/M/MV5BMjRhYTQwZmQtMDFmOS00NmI4LWEwNzgtMjk5YzdjYTg0NmM0XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Two worlds collide when an eccentric genius falls in love with a strong-willed society beauty.
            "
tt0038733,A Matter of Life and Death ,1946,8.1,"Comedy,Drama,Fantasy,March 1947 (USA)
","https://m.media-amazon.com/images/M/MV5BZmQzZjIyN2EtOWI5Ni00ZDgyLTk4NGQtZmQ3ZWRhODIyZTVlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A British wartime aviator who cheats death must argue for his life before a celestial court.
            "
tt0286610,Broken Bow: Part I             ,,7.8,"Action,Adventure,Drama,Episode aired 26 September 2001
","https://m.media-amazon.com/images/M/MV5BMTFmNTlkOWQtY2EwZS00ZjYyLWI3ZjAtOWE4ZTkxMmNiZmRlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR87,0,182,268_AL_.jpg","
                    Enterprise, Earth's first Warp 5 vessel, embarks on a dangerous first mission: bringing back a chased Klingon to his home world of Qo'noS.
            "
tt0105265,A River Runs Through It ,1992,7.2,"Drama,30 October 1992 (USA)
","https://m.media-amazon.com/images/M/MV5BNzE4YWZkOWMtOWZlNS00NzU4LTk5MDQtZjZkNDllMjM1NGI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    The story about two sons of a stern minister -- one reserved, one rebellious -- growing up in rural Montana while devoted to fly fishing.
            "
tt0283974,Return to Cabin by the Lake ,2001,4.3,"Comedy,Horror,Thriller,TV Movie 14 August 2001
","https://m.media-amazon.com/images/M/MV5BNGFlNzRkZDMtOWNlZS00ZDAxLTllMTAtMDY0NDQyYTZkNWFhXkEyXkFqcGdeQXVyMTM0ODAyOTc@._V1_UY268_CR1,0,182,268_AL_.jpg","
                    Murderous screenwriter Stanley Caldwell, who incidentally is thought to be dead, returns to the scenes of his crimes.
            "
tt0070359,The Mother and the Whore ,1973,8.0,"Drama,Romance,17 May 1973 (France)
","https://m.media-amazon.com/images/M/MV5BZjc4YzI0NjQtZjljZC00MzJhLWI4ZjQtMjRlOTFhMTkxM2I2XkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_UY268_CR0,0,182,268_AL_.jpg","
                    The chauvinist Alexandre balances relationships with several women, including the maternal Marie and the sexually liberated Veronika, in the post-1968 intellectual scene of Paris.
            "
tt0048055,The Far Country ,1954,7.2,"Action,Romance,Western,19 March 1955 (Japan)
","https://m.media-amazon.com/images/M/MV5BMjEzODI4ZDMtMjVhNC00NjYwLTg1ZjYtZmJlZTY5ZDUzM2U5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A self-minded adventurer (Jeff Webster) locks horns with a crooked lawman (Mr. Gannon) while driving cattle to Dawson.
            "
tt0092527,The Alamo: Thirteen Days to Glory ,1987,6.1,"Action,Adventure,Biography,TV Movie 26 January 1987
","https://m.media-amazon.com/images/M/MV5BMzYzNzA4MzYwNF5BMl5BanBnXkFtZTgwODI1ODk1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Against orders and with no help of relief Texas patriots led by William Travis, Jim Bowie, and Davy Crockett defend the Alamo against overwhelming Mexican forces.
            "
tt0094643,Season of Fear ,1989,5.2,"Thriller,12 May 1989 (USA)
","https://m.media-amazon.com/images/M/MV5BMTg4NTIxNTUxNV5BMl5BanBnXkFtZTcwMTc4MDcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A famous inventor marries a beautiful but much younger woman. His son becomes romantically involved with her.
            "
tt0443057,Iberia ,2005,7.0,"Documentary,Musical,28 October 2005 (Spain)
","https://m.media-amazon.com/images/M/MV5BNzAxNGZkZDktMjQ3Ni00Y2FmLWIzY2UtMGZjZjU4MjY2NmUxXkEyXkFqcGdeQXVyNjYwOTI5MDA@._V1_UY268_CR2,0,182,268_AL_.jpg","
                    A series of dances inspired by composer Isaac Albéniz's ""Iberia"" suite.
            "
tt0716825,And All Through the House             ,,7.9,"Comedy,Crime,Fantasy,Episode aired 10 June 1989
","https://m.media-amazon.com/images/M/MV5BNjkxNmI2ODctM2VhMy00NWI3LTk3Y2QtNmMxODFlOThhNzMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYwNDQwMzA@._V1_UY268_CR88,0,182,268_AL_.jpg","
                    A greedy woman makes the mistake of murdering her husband while an escaped mental patient dressed in a Santa Claus outfit is on the loose.
            "
tt0076299,The Last Wave ,1977,7.1,"Drama,Fantasy,Mystery,January 1979 (USA)
","https://m.media-amazon.com/images/M/MV5BMDk3ZGZlNmEtNmE1Ni00OGUyLTliNzktMjJjNDZlMmQ0NjUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A Sydney lawyer defends five Aboriginal Persons in a ritualized taboo murder and in the process learns disturbing things about himself and premonitions.
            "
tt0080756,Foxes ,1980,6.1,"Drama,29 February 1980 (USA)
","https://m.media-amazon.com/images/M/MV5BODkzYWRmZmQtYmZmZS00ZjQwLTg2MzUtYzU0YmZkNTNlMTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A group of four teenage girls come of age in the asphalt desert of Los Angeles' San Fernando Valley arranged with a blazing soundtrack and endless drinking, drugs and sex.
            "
tt0086946,Beat Street ,1984,6.5,"Drama,Music,8 June 1984 (USA)
","https://m.media-amazon.com/images/M/MV5BMTM4NTg2NDA3N15BMl5BanBnXkFtZTcwODM0NjgyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    An aspiring DJ, from the South Bronx, and his best friend, a promoter, try to get into show business by exposing people to hip-hop music and culture.
            "
tt0335179,An Insomniac's Nightmare ,2003,8.7,"Drama,Short,Thriller,12 March 2003 (USA)
","https://m.media-amazon.com/images/M/MV5BMTk0NTk4ODc4OV5BMl5BanBnXkFtZTYwOTA2MDU3._V1_UY268_CR5,0,182,268_AL_.jpg","
                    A night in the life of a young chronic insomniac suffering from tormented delusions and frightening visions of his past.
            "
tt0484437,Love Sick ,2006,6.8,"Drama,8 June 2006 (USA)
","https://m.media-amazon.com/images/M/MV5BMGYxY2IxZGMtYTViMy00ZTVmLTkyN2YtMDY0NmI2NzQwNDNmXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_UY268_CR4,0,182,268_AL_.jpg","
                    Love. It just happens. No rules. It may look sick, but it's deep and it hurts. For everyone, Alex and Kiki are just good friends. They happen to be two girls experiencing another kind of love. For their family, Kiki and Sandu are sister and brother who sometimes fight. They happen to be lovers. Love Sick is about their stories.
            "
tt0264366,And Never Let Her Go ,2001,6.3,"Crime,Drama,Mystery,TV Movie 1 April 2001
","https://m.media-amazon.com/images/M/MV5BMjAxODQ5NDc4Ml5BMl5BanBnXkFtZTcwNDg4ODU5Mw@@._V1_UY268_CR9,0,182,268_AL_.jpg","
                    The true story of a woman's suspicious disappearance after ending an affair with a powerful, married attorney.
            "
tt0079813,Rock 'n' Roll High School ,1979,6.7,"Comedy,Music,1982 (Italy)
","https://m.media-amazon.com/images/M/MV5BYTk4NTBlODMtOWRjZi00MjAyLWE0YmQtNGU5Yjk3NzgyNmM2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR1,0,182,268_AL_.jpg","
                    Ramones fanatic and delinquent Riff Randell battle it out with the strict new principle of Vince Lombardi High School, Miss Togar, with help from the Ramones.
            "
tt0245407,Crush ,2001,5.8,"Comedy,Drama,Romance,7 June 2002 (UK)
","https://m.media-amazon.com/images/M/MV5BMTk5MTQ0NjQ0OF5BMl5BanBnXkFtZTcwNDUwNDMyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg","
                    Three female friends behave badly.
            "
tt0365485,The Matador ,2005,6.7,"Comedy,Crime,Thriller,27 January 2006 (USA)
","https://m.media-amazon.com/images/M/MV5BMTIwNjE3MzgwM15BMl5BanBnXkFtZTcwMzk5OTQzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A globetrotting hitman and a crestfallen businessman meet in a hotel bar in Mexico City in an encounter that draws them together in a way neither expected.
            "
tt0086190,Star Wars: Episode VI - Return of the Jedi ,1983,8.3,"Action,Adventure,Fantasy,25 May 1983 (USA)
","https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.
            "
tt0494290,Vivah ,2006,6.6,"Drama,Family,Musical,10 November 2006 (India)
","https://m.media-amazon.com/images/M/MV5BZjNjZWViNTYtYzAzZC00OTY2LWIzMTMtNTcxNzQzNzNiYjc4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Poonam, a traditionally brought-up young woman, is to marry Prem, a groom chosen by her uncle. Poonam and Prem's faith and love are to be tested however, when an accident occurs and Poonam might be scarred for life.
            "
tt0026110,Betty Boop with Henry the Funniest Living American ,1935,5.4,"Animation,Short,Comedy,22 December 1935 (USA)
","https://m.media-amazon.com/images/M/MV5BMTI4MzA2MjUyOF5BMl5BanBnXkFtZTcwNzg1NTgxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    Henry, comic strip character, gets a job at Betty Boop's pet store.
            "
tt0361179,Father of the Pride             ,,6.8,"Animation,Short,Adventure,TV Series (2004–2005)
","https://m.media-amazon.com/images/M/MV5BMTU3MzQyMzQzNV5BMl5BanBnXkFtZTcwNzA2MzYyMQ@@._V1_UY268_CR64,0,182,268_AL_.jpg","
                    The misadventures of a family of White Lions who perform with Siegfried and Roy in Las Vegas.
            "
tt0272202,Mysterious Planet ,1982,3.1,Sci-Fi,"https://m.media-amazon.com/images/M/MV5BMTc5MDFmOTEtMjhkYi00MTY3LTliYzgtYTgzMzg2NzJjMmZmXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL_.jpg","
                    A spaceship crash-lands on a planet, and the crew is astonished to find that it holds a beautiful woman who can heal the sick and injured and a race of super-intelligent beings.
            "
tt0365390,Finding John Christmas ,2003,6.5,"Drama,Family,Fantasy,TV Movie 30 November 2003
","https://m.media-amazon.com/images/M/MV5BZDdhNWEyZmItODg1Yy00ZGIwLWFlY2EtMDM1MTJmZmI3MWIzXkEyXkFqcGdeQXVyMTIxOTk5MzY@._V1_UY268_CR4,0,182,268_AL_.jpg","
                    Max, the Christmas angel, returns in a new story as he attempts to reunite a fallen hero with his family and bring dreams back into the life of a nurse struggling to save her E.R. from being closed.
            "
tt0087056,A Christmas Carol ,1984,7.8,"Drama,Family,Fantasy,TV Movie 17 December 1984
","https://m.media-amazon.com/images/M/MV5BMTczNjM5ODU1Nl5BMl5BanBnXkFtZTcwNzc0NjcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg","
                    An old bitter miser who rationalizes his uncaring nature learns real compassion when three spirits visit him on Christmas Eve.
            "
tt0211938,Bait ,2000,5.8,"Action,Comedy,Crime,15 September 2000 (USA)
","https://m.media-amazon.com/images/M/MV5BMTc2NzM2MjY1OV5BMl5BanBnXkFtZTYwMTkyNjc3._V1_UX182_CR0,0,182,268_AL_.jpg","
                    An ex-con is used by police to lure a criminal out of hiding.
            "
tt0425661,The Great Yokai War ,2005,6.4,"Adventure,Family,Fantasy,6 August 2005 (Japan)
","https://m.media-amazon.com/images/M/MV5BMTQ5MTQwOTE2N15BMl5BanBnXkFtZTcwNTU0MjMzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg","
                    A young boy is chosen as the defender of good and must team up with Japan's ancient spirits and creatures of lore to destroy the forces of evil.
            "
tt0162128,13 Gantry Row ,1998,5.4,"Crime,Drama,Horror,TV Movie
","https://m.media-amazon.com/images/M/MV5BMTI3Nzc4MDQ1NV5BMl5BanBnXkFtZTcwMDQyNTAzMQ@@._V1_UY268_CR13,0,182,268_AL_.jpg","
                    After buying a house, a woman's life is threatened by sinister events that occurred in the house a century previously.
            "
